timestamp,meter_type,usage,unit
2024-02-25 06:00:00,water,51.701,L
2024-02-25 07:00:00,electricity,1.799,kWh
2024-02-25 07:00:00,water,48.8,L
2024-02-25 08:00:00,electricity,1.604,kWh
2024-02-25 08:00:00,water,63.906,L
2024-02-25 09:00:00,electricity,1.935,kWh
2024-02-25 09:00:00,water,69.073,L
2024-02-25 10:00:00,electricity,1.619,kWh
2024-02-25 10:00:00,water,22.168,L
2024-02-25 11:00:00,electricity,1.575,kWh
2024-02-25 11:00:00,water,20.202,L
2024-02-25 12:00:00,electricity,1.374,kWh
2024-02-25 12:00:00,water,16.497,L
2024-02-25 13:00:00,electricity,1.613,kWh
2024-02-25 13:00:00,water,20.646,L
2024-02-25 14:00:00,electricity,1.425,kWh
2024-02-25 14:00:00,water,23.081,L
2024-02-25 15:00:00,electricity,1.357,kWh
2024-02-25 15:00:00,water,27.89,L
2024-02-25 16:00:00,electricity,1.318,kWh
2024-02-25 16:00:00,water,25.29,L
2024-02-25 17:00:00,electricity,2.451,kWh
2024-02-25 17:00:00,water,50.535,L
2024-02-25 18:00:00,electricity,2.429,kWh
2024-02-25 18:00:00,water,46.409,L
2024-02-25 19:00:00,electricity,2.57,kWh
2024-02-25 19:00:00,water,45.338,L
2024-02-25 20:00:00,electricity,2.568,kWh
2024-02-25 20:00:00,water,56.973,L
2024-02-25 21:00:00,electricity,2.528,kWh
2024-02-25 21:00:00,water,29.955,L
2024-02-25 22:00:00,electricity,1.465,kWh
2024-02-25 22:00:00,water,21.87,L
2024-02-25 23:00:00,electricity,1.571,kWh
2024-02-25 23:00:00,water,26.886,L
2024-02-26 00:00:00,electricity,0.752,kWh
2024-02-26 00:00:00,water,2.691,L
2024-02-26 01:00:00,electricity,0.584,kWh
2024-02-26 01:00:00,water,2.803,L
2024-02-26 02:00:00,electricity,0.511,kWh
2024-02-26 02:00:00,water,3.203,L
2024-02-26 03:00:00,electricity,0.751,kWh
2024-02-26 03:00:00,water,2.961,L
2024-02-26 04:00:00,electricity,0.593,kWh
2024-02-26 04:00:00,water,2.972,L
2024-02-26 05:00:00,electricity,0.671,kWh
2024-02-26 05:00:00,water,3.473,L
2024-02-26 06:00:00,electricity,1.97,kWh
2024-02-26 06:00:00,water,41.239,L
2024-02-26 07:00:00,electricity,1.829,kWh
2024-02-26 07:00:00,water,55.067,L
2024-02-26 08:00:00,electricity,2.352,kWh
2024-02-26 08:00:00,water,41.375,L
2024-02-26 09:00:00,electricity,2.4,kWh
2024-02-26 09:00:00,water,45.482,L
2024-02-26 10:00:00,electricity,1.617,kWh
2024-02-26 10:00:00,water,17.393,L
2024-02-26 11:00:00,electricity,1.271,kWh
2024-02-26 11:00:00,water,18.267,L
2024-02-26 12:00:00,electricity,1.622,kWh
2024-02-26 12:00:00,water,18.96,L
2024-02-26 13:00:00,electricity,1.783,kWh
2024-02-26 13:00:00,water,18.937,L
2024-02-26 14:00:00,electricity,1.462,kWh
2024-02-26 14:00:00,water,16.373,L
2024-02-26 15:00:00,electricity,1.747,kWh
2024-02-26 15:00:00,water,15.575,L
2024-02-26 16:00:00,electricity,1.713,kWh
2024-02-26 16:00:00,water,23.407,L
2024-02-26 17:00:00,electricity,3.268,kWh
2024-02-26 17:00:00,water,35.322,L
2024-02-26 18:00:00,electricity,3.126,kWh
2024-02-26 18:00:00,water,40.646,L
2024-02-26 19:00:00,electricity,2.788,kWh
2024-02-26 19:00:00,water,30.266,L
2024-02-26 20:00:00,electricity,3.458,kWh
2024-02-26 20:00:00,water,36.242,L
2024-02-26 21:00:00,electricity,3.04,kWh
2024-02-26 21:00:00,water,22.157,L
2024-02-26 22:00:00,electricity,1.711,kWh
2024-02-26 22:00:00,water,23.777,L
2024-02-26 23:00:00,electricity,1.556,kWh
2024-02-26 23:00:00,water,15.149,L
2024-02-27 00:00:00,electricity,0.656,kWh
2024-02-27 00:00:00,water,3.06,L
2024-02-27 01:00:00,electricity,0.626,kWh
2024-02-27 01:00:00,water,2.586,L
2024-02-27 02:00:00,electricity,0.675,kWh
2024-02-27 02:00:00,water,3.117,L
2024-02-27 03:00:00,electricity,0.804,kWh
2024-02-27 03:00:00,water,2.627,L
2024-02-27 04:00:00,electricity,0.592,kWh
2024-02-27 04:00:00,water,2.692,L
2024-02-27 05:00:00,electricity,0.576,kWh
2024-02-27 05:00:00,water,2.901,L
2024-02-27 06:00:00,electricity,2.559,kWh
2024-02-27 06:00:00,water,39.317,L
2024-02-27 07:00:00,electricity,2.184,kWh
2024-02-27 07:00:00,water,42.432,L
2024-02-27 08:00:00,electricity,2.082,kWh
2024-02-27 08:00:00,water,38.556,L
2024-02-27 09:00:00,electricity,2.463,kWh
2024-02-27 09:00:00,water,35.101,L
2024-02-27 10:00:00,electricity,1.612,kWh
2024-02-27 10:00:00,water,20.199,L
2024-02-27 11:00:00,electricity,2.029,kWh
2024-02-27 11:00:00,water,15.201,L
2024-02-27 12:00:00,electricity,1.832,kWh
2024-02-27 12:00:00,water,17.614,L
2024-02-27 13:00:00,electricity,1.632,kWh
2024-02-27 13:00:00,water,19.626,L
2024-02-27 14:00:00,electricity,2.086,kWh
2024-02-27 14:00:00,water,16.672,L
2024-02-27 15:00:00,electricity,1.612,kWh
2024-02-27 15:00:00,water,16.218,L
2024-02-27 16:00:00,electricity,1.843,kWh
2024-02-27 16:00:00,water,18.489,L
2024-02-27 17:00:00,electricity,3.181,kWh
2024-02-27 17:00:00,water,42.531,L
2024-02-27 18:00:00,electricity,3.491,kWh
2024-02-27 18:00:00,water,32.238,L
2024-02-27 19:00:00,electricity,3.571,kWh
2024-02-27 19:00:00,water,36.824,L
2024-02-27 20:00:00,electricity,3.099,kWh
2024-02-27 20:00:00,water,29.704,L
2024-02-27 21:00:00,electricity,2.856,kWh
2024-02-27 21:00:00,water,21.438,L
2024-02-27 22:00:00,electricity,1.795,kWh
2024-02-27 22:00:00,water,22.592,L
2024-02-27 23:00:00,electricity,1.6,kWh
2024-02-27 23:00:00,water,20.193,L
2024-02-28 00:00:00,electricity,0.825,kWh
2024-02-28 00:00:00,water,2.835,L
2024-02-28 01:00:00,electricity,0.696,kWh
2024-02-28 01:00:00,water,2.493,L
2024-02-28 02:00:00,electricity,0.661,kWh
2024-02-28 02:00:00,water,3.028,L
2024-02-28 03:00:00,electricity,0.699,kWh
2024-02-28 03:00:00,water,3.38,L
2024-02-28 04:00:00,electricity,0.594,kWh
2024-02-28 04:00:00,water,2.605,L
2024-02-28 05:00:00,electricity,0.62,kWh
2024-02-28 05:00:00,water,2.776,L
2024-02-28 06:00:00,electricity,2.499,kWh
2024-02-28 06:00:00,water,47.714,L
2024-02-28 07:00:00,electricity,2.084,kWh
2024-02-28 07:00:00,water,51.545,L
2024-02-28 08:00:00,electricity,1.997,kWh
2024-02-28 08:00:00,water,36.937,L
2024-02-28 09:00:00,electricity,2.351,kWh
2024-02-28 09:00:00,water,44.089,L
2024-02-28 10:00:00,electricity,1.919,kWh
2024-02-28 10:00:00,water,18.612,L
2024-02-28 11:00:00,electricity,1.839,kWh
2024-02-28 11:00:00,water,17.78,L
2024-02-28 12:00:00,electricity,1.887,kWh
2024-02-28 12:00:00,water,12.65,L
2024-02-28 13:00:00,electricity,1.586,kWh
2024-02-28 13:00:00,water,19.082,L
2024-02-28 14:00:00,electricity,1.472,kWh
2024-02-28 14:00:00,water,21.282,L
2024-02-28 15:00:00,electricity,1.974,kWh
2024-02-28 15:00:00,water,18.252,L
2024-02-28 16:00:00,electricity,1.661,kWh
2024-02-28 16:00:00,water,15.773,L
2024-02-28 17:00:00,electricity,3.011,kWh
2024-02-28 17:00:00,water,35.191,L
2024-02-28 18:00:00,electricity,3.499,kWh
2024-02-28 18:00:00,water,45.465,L
2024-02-28 19:00:00,electricity,3.261,kWh
2024-02-28 19:00:00,water,41.595,L
2024-02-28 20:00:00,electricity,3.23,kWh
2024-02-28 20:00:00,water,40.38,L
2024-02-28 21:00:00,electricity,3.758,kWh
2024-02-28 21:00:00,water,23.462,L
2024-02-28 22:00:00,electricity,1.606,kWh
2024-02-28 22:00:00,water,20.715,L
2024-02-28 23:00:00,electricity,1.875,kWh
2024-02-28 23:00:00,water,21.958,L
2024-02-29 00:00:00,electricity,0.69,kWh
2024-02-29 00:00:00,water,2.972,L
2024-02-29 01:00:00,electricity,0.705,kWh
2024-02-29 01:00:00,water,3.198,L
2024-02-29 02:00:00,electricity,0.791,kWh
2024-02-29 02:00:00,water,3.543,L
2024-02-29 03:00:00,electricity,0.721,kWh
2024-02-29 03:00:00,water,3.403,L
2024-02-29 04:00:00,electricity,0.723,kWh
2024-02-29 04:00:00,water,2.489,L
2024-02-29 05:00:00,electricity,0.76,kWh
2024-02-29 05:00:00,water,3.081,L
2024-02-29 06:00:00,electricity,2.149,kWh
2024-02-29 06:00:00,water,48.979,L
2024-02-29 07:00:00,electricity,2.044,kWh
2024-02-29 07:00:00,water,48.342,L
2024-02-29 08:00:00,electricity,8.66,kWh
2024-02-29 08:00:00,water,41.602,L
2024-02-29 09:00:00,electricity,1.792,kWh
2024-02-29 09:00:00,water,60.736,L
2024-02-29 10:00:00,electricity,2.069,kWh
2024-02-29 10:00:00,water,15.241,L
2024-02-29 11:00:00,electricity,1.527,kWh
2024-02-29 11:00:00,water,15.66,L
2024-02-29 12:00:00,electricity,1.678,kWh
2024-02-29 12:00:00,water,18.505,L
2024-02-29 13:00:00,electricity,1.668,kWh
2024-02-29 13:00:00,water,22.572,L
2024-02-29 14:00:00,electricity,1.769,kWh
2024-02-29 14:00:00,water,16.194,L
2024-02-29 15:00:00,electricity,1.856,kWh
2024-02-29 15:00:00,water,17.426,L
2024-02-29 16:00:00,electricity,1.864,kWh
2024-02-29 16:00:00,water,20.327,L
2024-02-29 17:00:00,electricity,2.909,kWh
2024-02-29 17:00:00,water,37.42,L
2024-02-29 18:00:00,electricity,3.037,kWh
2024-02-29 18:00:00,water,35.994,L
2024-02-29 19:00:00,electricity,3.176,kWh
2024-02-29 19:00:00,water,40.045,L
2024-02-29 20:00:00,electricity,3.012,kWh
2024-02-29 20:00:00,water,38.726,L
2024-02-29 21:00:00,electricity,3.585,kWh
2024-02-29 21:00:00,water,25.282,L
2024-02-29 22:00:00,electricity,1.8,kWh
2024-02-29 22:00:00,water,25.987,L
2024-02-29 23:00:00,electricity,1.842,kWh
2024-02-29 23:00:00,water,23.329,L
2024-03-01 00:00:00,electricity,0.563,kWh
2024-03-01 00:00:00,water,3.105,L
2024-03-01 01:00:00,electricity,0.59,kWh
2024-03-01 01:00:00,water,3.077,L
2024-03-01 02:00:00,electricity,0.538,kWh
2024-03-01 02:00:00,water,3.176,L
2024-03-01 03:00:00,electricity,0.46,kWh
2024-03-01 03:00:00,water,3.02,L
2024-03-01 04:00:00,electricity,0.549,kWh
2024-03-01 04:00:00,water,3.0,L
2024-03-01 05:00:00,electricity,0.494,kWh
2024-03-01 05:00:00,water,3.431,L
2024-03-01 06:00:00,electricity,1.625,kWh
2024-03-01 06:00:00,water,53.187,L
2024-03-01 07:00:00,electricity,1.817,kWh
2024-03-01 07:00:00,water,36.859,L
2024-03-01 08:00:00,electricity,1.928,kWh
2024-03-01 08:00:00,water,45.054,L
2024-03-01 09:00:00,electricity,1.72,kWh
2024-03-01 09:00:00,water,41.281,L
2024-03-01 10:00:00,electricity,1.361,kWh
2024-03-01 10:00:00,water,17.328,L
2024-03-01 11:00:00,electricity,1.545,kWh
2024-03-01 11:00:00,water,18.869,L
2024-03-01 12:00:00,electricity,1.352,kWh
2024-03-01 12:00:00,water,19.446,L
2024-03-01 13:00:00,electricity,1.663,kWh
2024-03-01 13:00:00,water,17.758,L
2024-03-01 14:00:00,electricity,1.395,kWh
2024-03-01 14:00:00,water,13.867,L
2024-03-01 15:00:00,electricity,1.088,kWh
2024-03-01 15:00:00,water,15.916,L
2024-03-01 16:00:00,electricity,1.419,kWh
2024-03-01 16:00:00,water,19.936,L
2024-03-01 17:00:00,electricity,2.467,kWh
2024-03-01 17:00:00,water,25.168,L
2024-03-01 18:00:00,electricity,2.682,kWh
2024-03-01 18:00:00,water,42.843,L
2024-03-01 19:00:00,electricity,2.536,kWh
2024-03-01 19:00:00,water,39.846,L
2024-03-01 20:00:00,electricity,2.343,kWh
2024-03-01 20:00:00,water,43.423,L
2024-03-01 21:00:00,electricity,2.085,kWh
2024-03-01 21:00:00,water,21.964,L
2024-03-01 22:00:00,electricity,1.292,kWh
2024-03-01 22:00:00,water,16.934,L
2024-03-01 23:00:00,electricity,1.208,kWh
2024-03-01 23:00:00,water,23.662,L
2024-03-02 00:00:00,electricity,0.407,kWh
2024-03-02 00:00:00,water,4.497,L
2024-03-02 01:00:00,electricity,0.457,kWh
2024-03-02 01:00:00,water,4.333,L
2024-03-02 02:00:00,electricity,0.504,kWh
2024-03-02 02:00:00,water,3.59,L
2024-03-02 03:00:00,electricity,0.449,kWh
2024-03-02 03:00:00,water,3.941,L
2024-03-02 04:00:00,electricity,0.38,kWh
2024-03-02 04:00:00,water,3.651,L
2024-03-02 05:00:00,electricity,0.451,kWh
2024-03-02 05:00:00,water,3.517,L
2024-03-02 06:00:00,electricity,1.572,kWh
2024-03-02 06:00:00,water,65.207,L
2024-03-02 07:00:00,electricity,1.318,kWh
2024-03-02 07:00:00,water,50.093,L
2024-03-02 08:00:00,electricity,1.385,kWh
2024-03-02 08:00:00,water,52.225,L
2024-03-02 09:00:00,electricity,1.406,kWh
2024-03-02 09:00:00,water,50.75,L
2024-03-02 10:00:00,electricity,0.995,kWh
2024-03-02 10:00:00,water,19.215,L
2024-03-02 11:00:00,electricity,1.15,kWh
2024-03-02 11:00:00,water,23.811,L
2024-03-02 12:00:00,electricity,1.067,kWh
2024-03-02 12:00:00,water,26.662,L
2024-03-02 13:00:00,electricity,1.125,kWh
2024-03-02 13:00:00,water,22.881,L
2024-03-02 14:00:00,electricity,0.984,kWh
2024-03-02 14:00:00,water,19.172,L
2024-03-02 15:00:00,electricity,1.033,kWh
2024-03-02 15:00:00,water,25.759,L
2024-03-02 16:00:00,electricity,1.158,kWh
2024-03-02 16:00:00,water,28.133,L
2024-03-02 17:00:00,electricity,1.872,kWh
2024-03-02 17:00:00,water,44.969,L
2024-03-02 18:00:00,electricity,2.28,kWh
2024-03-02 18:00:00,water,45.95,L
2024-03-02 19:00:00,electricity,1.866,kWh
2024-03-02 19:00:00,water,51.767,L
2024-03-02 20:00:00,electricity,1.988,kWh
2024-03-02 20:00:00,water,58.238,L
2024-03-02 21:00:00,electricity,2.125,kWh
2024-03-02 21:00:00,water,27.425,L
2024-03-02 22:00:00,electricity,0.927,kWh
2024-03-02 22:00:00,water,24.573,L
2024-03-02 23:00:00,electricity,0.89,kWh
2024-03-02 23:00:00,water,31.466,L
2024-03-03 00:00:00,electricity,0.366,kWh
2024-03-03 00:00:00,water,4.274,L
2024-03-03 01:00:00,electricity,0.487,kWh
2024-03-03 01:00:00,water,3.903,L
2024-03-03 02:00:00,electricity,0.408,kWh
2024-03-03 02:00:00,water,3.639,L
2024-03-03 03:00:00,electricity,0.543,kWh
2024-03-03 03:00:00,water,4.365,L
2024-03-03 04:00:00,electricity,0.408,kWh
2024-03-03 04:00:00,water,4.147,L
2024-03-03 05:00:00,electricity,0.44,kWh
2024-03-03 05:00:00,water,3.54,L
2024-03-03 06:00:00,electricity,1.621,kWh
2024-03-03 06:00:00,water,58.845,L
2024-03-03 07:00:00,electricity,1.686,kWh
2024-03-03 07:00:00,water,49.011,L
2024-03-03 08:00:00,electricity,1.693,kWh
2024-03-03 08:00:00,water,63.315,L
2024-03-03 09:00:00,electricity,1.574,kWh
2024-03-03 09:00:00,water,56.659,L
2024-03-03 10:00:00,electricity,1.191,kWh
2024-03-03 10:00:00,water,22.177,L
2024-03-03 11:00:00,electricity,1.144,kWh
2024-03-03 11:00:00,water,23.308,L
2024-03-03 12:00:00,electricity,1.164,kWh
2024-03-03 12:00:00,water,23.513,L
2024-03-03 13:00:00,electricity,1.02,kWh
2024-03-03 13:00:00,water,25.913,L
2024-03-03 14:00:00,electricity,0.992,kWh
2024-03-03 14:00:00,water,25.06,L
2024-03-03 15:00:00,electricity,1.08,kWh
2024-03-03 15:00:00,water,22.961,L
2024-03-03 16:00:00,electricity,1.062,kWh
2024-03-03 16:00:00,water,25.544,L
2024-03-03 17:00:00,electricity,1.856,kWh
2024-03-03 17:00:00,water,51.094,L
2024-03-03 18:00:00,electricity,2.079,kWh
2024-03-03 18:00:00,water,46.254,L
2024-03-03 19:00:00,electricity,2.13,kWh
2024-03-03 19:00:00,water,48.02,L
2024-03-03 20:00:00,electricity,1.961,kWh
2024-03-03 20:00:00,water,47.883,L
2024-03-03 21:00:00,electricity,2.231,kWh
2024-03-03 21:00:00,water,31.023,L
2024-03-03 22:00:00,electricity,0.957,kWh
2024-03-03 22:00:00,water,27.962,L
2024-03-03 23:00:00,electricity,1.059,kWh
2024-03-03 23:00:00,water,27.88,L
2024-03-04 00:00:00,electricity,0.49,kWh
2024-03-04 00:00:00,water,3.709,L
2024-03-04 01:00:00,electricity,0.429,kWh
2024-03-04 01:00:00,water,3.338,L
2024-03-04 02:00:00,electricity,0.524,kWh
2024-03-04 02:00:00,water,2.726,L
2024-03-04 03:00:00,electricity,0.522,kWh
2024-03-04 03:00:00,water,3.206,L
2024-03-04 04:00:00,electricity,0.608,kWh
2024-03-04 04:00:00,water,3.043,L
2024-03-04 05:00:00,electricity,0.561,kWh
2024-03-04 05:00:00,water,3.141,L
2024-03-04 06:00:00,electricity,1.54,kWh
2024-03-04 06:00:00,water,45.742,L
2024-03-04 07:00:00,electricity,2.034,kWh
2024-03-04 07:00:00,water,51.424,L
2024-03-04 08:00:00,electricity,1.926,kWh
2024-03-04 08:00:00,water,46.866,L
2024-03-04 09:00:00,electricity,1.816,kWh
2024-03-04 09:00:00,water,44.665,L
2024-03-04 10:00:00,electricity,1.29,kWh
2024-03-04 10:00:00,water,20.251,L
2024-03-04 11:00:00,electricity,1.193,kWh
2024-03-04 11:00:00,water,18.504,L
2024-03-04 12:00:00,electricity,1.271,kWh
2024-03-04 12:00:00,water,18.262,L
2024-03-04 13:00:00,electricity,1.464,kWh
2024-03-04 13:00:00,water,18.678,L
2024-03-04 14:00:00,electricity,1.569,kWh
2024-03-04 14:00:00,water,17.798,L
2024-03-04 15:00:00,electricity,1.524,kWh
2024-03-04 15:00:00,water,18.02,L
2024-03-04 16:00:00,electricity,1.255,kWh
2024-03-04 16:00:00,water,16.733,L
2024-03-04 17:00:00,electricity,2.11,kWh
2024-03-04 17:00:00,water,34.12,L
2024-03-04 18:00:00,electricity,2.409,kWh
2024-03-04 18:00:00,water,33.006,L
2024-03-04 19:00:00,electricity,1.956,kWh
2024-03-04 19:00:00,water,31.236,L
2024-03-04 20:00:00,electricity,2.453,kWh
2024-03-04 20:00:00,water,33.541,L
2024-03-04 21:00:00,electricity,2.341,kWh
2024-03-04 21:00:00,water,22.029,L
2024-03-04 22:00:00,electricity,1.258,kWh
2024-03-04 22:00:00,water,22.778,L
2024-03-04 23:00:00,electricity,4.987,kWh
2024-03-04 23:00:00,water,21.767,L
2024-03-05 00:00:00,electricity,0.555,kWh
2024-03-05 00:00:00,water,2.152,L
2024-03-05 01:00:00,electricity,0.5,kWh
2024-03-05 01:00:00,water,3.567,L
2024-03-05 02:00:00,electricity,0.466,kWh
2024-03-05 02:00:00,water,3.391,L
2024-03-05 03:00:00,electricity,0.376,kWh
2024-03-05 03:00:00,water,3.16,L
2024-03-05 04:00:00,electricity,0.527,kWh
2024-03-05 04:00:00,water,3.687,L
2024-03-05 05:00:00,electricity,0.622,kWh
2024-03-05 05:00:00,water,2.648,L
2024-03-05 06:00:00,electricity,2.001,kWh
2024-03-05 06:00:00,water,55.193,L
2024-03-05 07:00:00,electricity,1.638,kWh
2024-03-05 07:00:00,water,39.788,L
2024-03-05 08:00:00,electricity,1.613,kWh
2024-03-05 08:00:00,water,46.289,L
2024-03-05 09:00:00,electricity,1.796,kWh
2024-03-05 09:00:00,water,38.121,L
2024-03-05 10:00:00,electricity,1.188,kWh
2024-03-05 10:00:00,water,18.032,L
2024-03-05 11:00:00,electricity,1.36,kWh
2024-03-05 11:00:00,water,18.834,L
2024-03-05 12:00:00,electricity,1.421,kWh
2024-03-05 12:00:00,water,17.666,L
2024-03-05 13:00:00,electricity,1.482,kWh
2024-03-05 13:00:00,water,19.542,L
2024-03-05 14:00:00,electricity,1.307,kWh
2024-03-05 14:00:00,water,18.214,L
2024-03-05 15:00:00,electricity,1.293,kWh
2024-03-05 15:00:00,water,16.872,L
2024-03-05 16:00:00,electricity,1.204,kWh
2024-03-05 16:00:00,water,16.776,L
2024-03-05 17:00:00,electricity,2.18,kWh
2024-03-05 17:00:00,water,41.149,L
2024-03-05 18:00:00,electricity,2.322,kWh
2024-03-05 18:00:00,water,34.558,L
2024-03-05 19:00:00,electricity,2.463,kWh
2024-03-05 19:00:00,water,41.619,L
2024-03-05 20:00:00,electricity,2.593,kWh
2024-03-05 20:00:00,water,43.002,L
2024-03-05 21:00:00,electricity,2.185,kWh
2024-03-05 21:00:00,water,17.994,L
2024-03-05 22:00:00,electricity,1.517,kWh
2024-03-05 22:00:00,water,25.559,L
2024-03-05 23:00:00,electricity,1.284,kWh
2024-03-05 23:00:00,water,28.063,L
2024-03-06 00:00:00,electricity,0.527,kWh
2024-03-06 00:00:00,water,3.091,L
2024-03-06 01:00:00,electricity,0.489,kWh
2024-03-06 01:00:00,water,3.216,L
2024-03-06 02:00:00,electricity,0.4,kWh
2024-03-06 02:00:00,water,3.373,L
2024-03-06 03:00:00,electricity,0.575,kWh
2024-03-06 03:00:00,water,2.901,L
2024-03-06 04:00:00,electricity,0.567,kWh
2024-03-06 04:00:00,water,3.066,L
2024-03-06 05:00:00,electricity,0.513,kWh
2024-03-06 05:00:00,water,2.527,L
2024-03-06 06:00:00,electricity,1.727,kWh
2024-03-06 06:00:00,water,45.749,L
2024-03-06 07:00:00,electricity,1.805,kWh
2024-03-06 07:00:00,water,47.69,L
2024-03-06 08:00:00,electricity,1.448,kWh
2024-03-06 08:00:00,water,47.787,L
2024-03-06 09:00:00,electricity,1.625,kWh
2024-03-06 09:00:00,water,50.753,L
2024-03-06 10:00:00,electricity,1.425,kWh
2024-03-06 10:00:00,water,16.326,L
2024-03-06 11:00:00,electricity,1.154,kWh
2024-03-06 11:00:00,water,16.85,L
2024-03-06 12:00:00,electricity,1.359,kWh
2024-03-06 12:00:00,water,22.094,L
2024-03-06 13:00:00,electricity,1.141,kWh
2024-03-06 13:00:00,water,17.675,L
2024-03-06 14:00:00,electricity,1.382,kWh
2024-03-06 14:00:00,water,18.432,L
2024-03-06 15:00:00,electricity,1.315,kWh
2024-03-06 15:00:00,water,17.855,L
2024-03-06 16:00:00,electricity,1.107,kWh
2024-03-06 16:00:00,water,16.225,L
2024-03-06 17:00:00,electricity,2.653,kWh
2024-03-06 17:00:00,water,44.806,L
2024-03-06 18:00:00,electricity,2.201,kWh
2024-03-06 18:00:00,water,35.125,L
2024-03-06 19:00:00,electricity,2.183,kWh
2024-03-06 19:00:00,water,32.427,L
2024-03-06 20:00:00,electricity,2.424,kWh
2024-03-06 20:00:00,water,35.472,L
2024-03-06 21:00:00,electricity,2.649,kWh
2024-03-06 21:00:00,water,17.095,L
2024-03-06 22:00:00,electricity,1.186,kWh
2024-03-06 22:00:00,water,20.742,L
2024-03-06 23:00:00,electricity,1.328,kWh
2024-03-06 23:00:00,water,19.886,L
2024-03-07 00:00:00,electricity,0.551,kWh
2024-03-07 00:00:00,water,3.222,L
2024-03-07 01:00:00,electricity,0.565,kWh
2024-03-07 01:00:00,water,2.758,L
2024-03-07 02:00:00,electricity,0.537,kWh
2024-03-07 02:00:00,water,3.32,L
2024-03-07 03:00:00,electricity,0.509,kWh
2024-03-07 03:00:00,water,3.503,L
2024-03-07 04:00:00,electricity,0.484,kWh
2024-03-07 04:00:00,water,3.281,L
2024-03-07 05:00:00,electricity,0.047,kWh
2024-03-07 05:00:00,water,2.922,L
2024-03-07 06:00:00,electricity,1.532,kWh
2024-03-07 06:00:00,water,45.762,L
2024-03-07 07:00:00,electricity,1.215,kWh
2024-03-07 07:00:00,water,36.765,L
2024-03-07 08:00:00,electricity,1.791,kWh
2024-03-07 08:00:00,water,44.278,L
2024-03-07 09:00:00,electricity,1.871,kWh
2024-03-07 09:00:00,water,40.354,L
2024-03-07 10:00:00,electricity,1.008,kWh
2024-03-07 10:00:00,water,19.5,L
2024-03-07 11:00:00,electricity,1.187,kWh
2024-03-07 11:00:00,water,23.557,L
2024-03-07 12:00:00,electricity,1.402,kWh
2024-03-07 12:00:00,water,19.08,L
2024-03-07 13:00:00,electricity,1.592,kWh
2024-03-07 13:00:00,water,13.699,L
2024-03-07 14:00:00,electricity,1.323,kWh
2024-03-07 14:00:00,water,17.22,L
2024-03-07 15:00:00,electricity,1.224,kWh
2024-03-07 15:00:00,water,18.265,L
2024-03-07 16:00:00,electricity,1.296,kWh
2024-03-07 16:00:00,water,18.189,L
2024-03-07 17:00:00,electricity,2.703,kWh
2024-03-07 17:00:00,water,34.211,L
2024-03-07 18:00:00,electricity,2.223,kWh
2024-03-07 18:00:00,water,38.604,L
2024-03-07 19:00:00,electricity,2.186,kWh
2024-03-07 19:00:00,water,31.909,L
2024-03-07 20:00:00,electricity,2.261,kWh
2024-03-07 20:00:00,water,33.248,L
2024-03-07 21:00:00,electricity,2.149,kWh
2024-03-07 21:00:00,water,24.244,L
2024-03-07 22:00:00,electricity,1.336,kWh
2024-03-07 22:00:00,water,19.758,L
2024-03-07 23:00:00,electricity,1.534,kWh
2024-03-07 23:00:00,water,23.953,L
2024-03-08 00:00:00,electricity,0.545,kWh
2024-03-08 00:00:00,water,2.507,L
2024-03-08 01:00:00,electricity,0.515,kWh
2024-03-08 01:00:00,water,3.635,L
2024-03-08 02:00:00,electricity,0.513,kWh
2024-03-08 02:00:00,water,2.721,L
2024-03-08 03:00:00,electricity,0.445,kWh
2024-03-08 03:00:00,water,2.919,L
2024-03-08 04:00:00,electricity,0.575,kWh
2024-03-08 04:00:00,water,3.119,L
2024-03-08 05:00:00,electricity,0.524,kWh
2024-03-08 05:00:00,water,2.796,L
2024-03-08 06:00:00,electricity,1.685,kWh
2024-03-08 06:00:00,water,45.774,L
2024-03-08 07:00:00,electricity,2.264,kWh
2024-03-08 07:00:00,water,48.107,L
2024-03-08 08:00:00,electricity,1.767,kWh
2024-03-08 08:00:00,water,50.187,L
2024-03-08 09:00:00,electricity,1.587,kWh
2024-03-08 09:00:00,water,49.274,L
2024-03-08 10:00:00,electricity,1.264,kWh
2024-03-08 10:00:00,water,17.629,L
2024-03-08 11:00:00,electricity,1.472,kWh
2024-03-08 11:00:00,water,17.683,L
2024-03-08 12:00:00,electricity,1.335,kWh
2024-03-08 12:00:00,water,23.074,L
2024-03-08 13:00:00,electricity,1.13,kWh
2024-03-08 13:00:00,water,20.052,L
2024-03-08 14:00:00,electricity,1.441,kWh
2024-03-08 14:00:00,water,16.009,L
2024-03-08 15:00:00,electricity,1.232,kWh
2024-03-08 15:00:00,water,18.216,L
2024-03-08 16:00:00,electricity,1.567,kWh
2024-03-08 16:00:00,water,17.276,L
2024-03-08 17:00:00,electricity,2.633,kWh
2024-03-08 17:00:00,water,36.891,L
2024-03-08 18:00:00,electricity,2.27,kWh
2024-03-08 18:00:00,water,31.967,L
2024-03-08 19:00:00,electricity,2.68,kWh
2024-03-08 19:00:00,water,35.646,L
2024-03-08 20:00:00,electricity,2.392,kWh
2024-03-08 20:00:00,water,45.652,L
2024-03-08 21:00:00,electricity,2.579,kWh
2024-03-08 21:00:00,water,24.064,L
2024-03-08 22:00:00,electricity,1.384,kWh
